"set","instance","variation","incompatibilities","replication","makespan","time"
"taillard",14,"I",1,32,3654,16908
"taillard",14,"I",1,33,3645,42998
"taillard",14,"I",1,34,3629,12400
"taillard",14,"I",1,35,3636,16009
"taillard",14,"I",1,36,3671,43226
"taillard",14,"I",1,37,3641,53680
"taillard",14,"I",1,38,3637,56438
"taillard",14,"I",1,39,3638,49317
"taillard",14,"I",1,40,3657,19397
"taillard",14,"I",1,41,3584,27980
"taillard",14,"I",1,42,3631,56142
"taillard",14,"I",1,43,3661,23639
"taillard",14,"I",1,44,3635,41722
"taillard",14,"I",1,45,3645,51211
"taillard",14,"I",1,46,3649,5567
"taillard",14,"I",1,47,3652,46088
"taillard",14,"I",1,48,3617,23951
"taillard",14,"I",1,49,3654,23013
"taillard",14,"I",2,0,3667,1642
"taillard",14,"I",2,1,3669,43553
"taillard",14,"I",2,2,3678,53622
"taillard",14,"I",2,3,3664,6516
"taillard",14,"I",2,4,3674,19088
"taillard",14,"I",2,5,3670,41041
"taillard",14,"I",2,6,3632,6192
"taillard",14,"I",2,7,3680,38482
"taillard",14,"I",2,8,3628,45187
"taillard",14,"I",2,9,3651,43371
"taillard",14,"I",2,10,3664,17129
"taillard",14,"I",2,11,3639,56480
"taillard",14,"I",2,12,3679,42145
"taillard",14,"I",2,13,3671,4666
"taillard",14,"I",2,14,3653,37174
"taillard",14,"I",2,15,3639,31733
"taillard",14,"I",2,16,3668,10364
"taillard",14,"I",2,17,3670,28027
"taillard",14,"I",2,18,3678,36170
"taillard",14,"I",2,19,3640,49929
"taillard",14,"I",2,20,3655,47270
"taillard",14,"I",2,21,3684,46195
"taillard",14,"I",2,22,3657,3431
"taillard",14,"I",2,23,3649,40092
"taillard",14,"I",2,24,3661,34779
"taillard",14,"I",2,25,3621,56041
"taillard",14,"I",2,26,3670,41637
"taillard",14,"I",2,27,3689,39024
"taillard",14,"I",2,28,3689,7493
"taillard",14,"I",2,29,3590,48812
"taillard",14,"I",2,30,3666,11379
"taillard",14,"I",2,31,3679,48092
"taillard",14,"I",2,32,3677,6681
"taillard",14,"I",2,33,3636,16925
"taillard",14,"I",2,34,3638,34948
"taillard",14,"I",2,35,3668,32098
"taillard",14,"I",2,36,3594,24687
"taillard",14,"I",2,37,3659,32176
"taillard",14,"I",2,38,3663,16786
"taillard",14,"I",2,39,3618,45832
"taillard",14,"I",2,40,3673,52925
"taillard",14,"I",2,41,3653,53258
"taillard",14,"I",2,42,3641,49169
"taillard",14,"I",2,43,3673,30974
"taillard",14,"I",2,44,3684,15575
"taillard",14,"I",2,45,3657,23391
"taillard",14,"I",2,46,3655,23876
"taillard",14,"I",2,47,3657,42744
"taillard",14,"I",2,48,3671,14354
"taillard",14,"I",2,49,3645,30921
"taillard",14,"i",0,0,1910,5461
"taillard",14,"i",0,1,1914,26257
"taillard",14,"i",0,2,1915,27206
"taillard",14,"i",0,3,1914,44203
"taillard",14,"i",0,4,1914,33128
"taillard",14,"i",0,5,1909,44299
"taillard",14,"i",0,6,1909,15590
"taillard",14,"i",0,7,1932,27278
"taillard",14,"i",0,8,1913,20816
"taillard",14,"i",0,9,1930,40898
"taillard",14,"i",0,10,1920,53816
"taillard",14,"i",0,11,1916,18395
"taillard",14,"i",0,12,1914,26913
"taillard",14,"i",0,13,1914,32648
"taillard",14,"i",0,14,1920,13413
"taillard",14,"i",0,15,1909,9711
"taillard",14,"i",0,16,1914,52906
"taillard",14,"i",0,17,1910,5365
"taillard",14,"i",0,18,1916,18777
"taillard",14,"i",0,19,1905,50812
"taillard",14,"i",0,20,1909,23198
"taillard",14,"i",0,21,1910,36159
"taillard",14,"i",0,22,1911,33097
"taillard",14,"i",0,23,1911,37806
"taillard",14,"i",0,24,1915,43373
"taillard",14,"i",0,25,1929,23361
"taillard",14,"i",0,26,1914,53635
"taillard",14,"i",0,27,1921,30207
"taillard",14,"i",0,28,1920,3867
"taillard",14,"i",0,29,1920,25318
"taillard",14,"i",0,30,1919,17323
"taillard",14,"i",0,31,1909,3014
"taillard",14,"i",0,32,1909,21389
"taillard",14,"i",0,33,1923,39764
"taillard",14,"i",0,34,1914,54989
"taillard",14,"i",0,35,1914,16213
"taillard",14,"i",0,36,1920,22707
"taillard",14,"i",0,37,1909,36740
"taillard",14,"i",0,38,1918,11703
"taillard",14,"i",0,39,1916,17687
"taillard",14,"i",0,40,1915,20669
"taillard",14,"i",0,41,1931,42073
"taillard",14,"i",0,42,1914,47998
"taillard",14,"i",0,43,1921,43474
"taillard",14,"i",0,44,1910,6715
"taillard",14,"i",0,45,1916,53505
"taillard",14,"i",0,46,1909,29087
"taillard",14,"i",0,47,1909,8792
"taillard",14,"i",0,48,1913,28058
"taillard",14,"i",0,49,1910,3557
"taillard",14,"i",1,0,1918,15706
"taillard",14,"i",1,1,1913,23115
"taillard",14,"i",1,2,1913,54871
"taillard",14,"i",1,3,1921,14094
"taillard",14,"i",1,4,1915,26537
"taillard",14,"i",1,5,1916,56795
"taillard",14,"i",1,6,1939,8806
"taillard",14,"i",1,7,1933,29262
"taillard",14,"i",1,8,1913,59496
"taillard",14,"i",1,9,1932,15434
"taillard",14,"i",1,10,1931,42230
"taillard",14,"i",1,11,1948,46085
"taillard",14,"i",1,12,1925,23588
"taillard",14,"i",1,13,1932,37632
"taillard",14,"i",1,14,1917,26289
"taillard",14,"i",1,15,1916,16851
"taillard",14,"i",1,16,1921,27834
"taillard",14,"i",1,17,1915,36566
"taillard",14,"i",1,18,1913,21503
"taillard",14,"i",1,19,1950,59187
"taillard",14,"i",1,20,1932,24760
"taillard",14,"i",1,21,1913,4340
"taillard",14,"i",1,22,1931,49987
"taillard",14,"i",1,23,1914,52309
"taillard",14,"i",1,24,1917,39932
"taillard",14,"i",1,25,1923,15162
"taillard",14,"i",1,26,1932,46216
"taillard",14,"i",1,27,1923,33783
"taillard",14,"i",1,28,1929,37108
"taillard",14,"i",1,29,1919,18554
"taillard",14,"i",1,30,1914,12022
"taillard",14,"i",1,31,1913,33994
"taillard",14,"i",1,32,1913,52610
"taillard",14,"i",1,33,1921,10656
"taillard",14,"i",1,34,1920,22678
"taillard",14,"i",1,35,1919,5405
"taillard",14,"i",1,36,1913,37511
"taillard",14,"i",1,37,1915,3501
"taillard",14,"i",1,38,1932,7523
"taillard",14,"i",1,39,1913,39574
"taillard",14,"i",1,40,1933,8884
"taillard",14,"i",1,41,1929,14051
"taillard",14,"i",1,42,1910,15132
"taillard",14,"i",1,43,1929,16958
"taillard",14,"i",1,44,1923,2255
"taillard",14,"i",1,45,1913,50305
"taillard",14,"i",1,46,1913,38755
"taillard",14,"i",1,47,1924,27504
"taillard",14,"i",1,48,1963,9464
"taillard",14,"i",1,49,1930,10707
"taillard",14,"i",2,0,1935,25324
"taillard",14,"i",2,1,1923,54455
"taillard",14,"i",2,2,1910,21322
"taillard",14,"i",2,3,1914,48345
"taillard",14,"i",2,4,1921,33088
"taillard",14,"i",2,5,1928,37336
"taillard",14,"i",2,6,1937,36600
"taillard",14,"i",2,7,1929,38568
"taillard",14,"i",2,8,1931,48973
"taillard",14,"i",2,9,1888,4348
"taillard",14,"i",2,10,1923,52639
"taillard",14,"i",2,11,1941,54605
"taillard",14,"i",2,12,1924,27582
"taillard",14,"i",2,13,1921,56794
"taillard",14,"i",2,14,1951,20028
"taillard",14,"i",2,15,1943,59254
"taillard",14,"i",2,16,1961,56810
"taillard",14,"i",2,17,1927,42673
"taillard",14,"i",2,18,1935,9745
"taillard",14,"i",2,19,1929,58617
"taillard",14,"i",2,20,1932,2472
"taillard",14,"i",2,21,1937,58216
"taillard",14,"i",2,22,1914,48104
"taillard",14,"i",2,23,1933,29381
"taillard",14,"i",2,24,1925,23222
"taillard",14,"i",2,25,1903,38299
"taillard",14,"i",2,26,1929,17229
"taillard",14,"i",2,27,1933,57117
"taillard",14,"i",2,28,1935,50480
"taillard",14,"i",2,29,1946,43338
"taillard",14,"i",2,30,1910,43243
"taillard",14,"i",2,31,1914,58106
"taillard",14,"i",2,32,1941,34985
"taillard",14,"i",2,33,1914,33402
"taillard",14,"i",2,34,1930,52493
"taillard",14,"i",2,35,1901,9803
"taillard",14,"i",2,36,1915,35732
"taillard",14,"i",2,37,1935,28377
"taillard",14,"i",2,38,1929,5647
"taillard",14,"i",2,39,1917,31441
"taillard",14,"i",2,40,1921,24939
"taillard",14,"i",2,41,1940,58184
"taillard",14,"i",2,42,1930,15717
"taillard",14,"i",2,43,1923,31368
"taillard",14,"i",2,44,1910,22034
"taillard",14,"i",2,45,1956,8572
"taillard",14,"i",2,46,1935,32534
"taillard",14,"i",2,47,1926,28668
"taillard",14,"i",2,48,1929,15767
"taillard",14,"i",2,49,1968,23859
"taillard",15,"I",0,0,3698,32003
"taillard",15,"I",0,1,3727,17687
"taillard",15,"I",0,2,3708,55932
"taillard",15,"I",0,3,3678,39005
"taillard",15,"I",0,4,3706,44721
"taillard",15,"I",0,5,3700,48907
"taillard",15,"I",0,6,3701,25160
"taillard",15,"I",0,7,3702,11735
"taillard",15,"I",0,8,3717,43215
"taillard",15,"I",0,9,3705,32853
"taillard",15,"I",0,10,3722,31459
"taillard",15,"I",0,11,3725,29179
"taillard",15,"I",0,12,3695,29622
"taillard",15,"I",0,13,3734,33347
"taillard",15,"I",0,14,3702,50375
"taillard",15,"I",0,15,3717,6359
"taillard",15,"I",0,16,3726,45563
"taillard",15,"I",0,17,3701,21818
"taillard",15,"I",0,18,3705,54823
"taillard",15,"I",0,19,3700,57726
"taillard",15,"I",0,20,3732,18463
"taillard",15,"I",0,21,3753,48457
"taillard",15,"I",0,22,3715,22849
"taillard",15,"I",0,23,3708,40234
"taillard",15,"I",0,24,3695,50169
"taillard",15,"I",0,25,3707,27927
"taillard",15,"I",0,26,3687,27243
"taillard",15,"I",0,27,3728,24413
"taillard",15,"I",0,28,3696,45707
"taillard",15,"I",0,29,3718,24617
"taillard",15,"I",0,30,3687,18537
"taillard",15,"I",0,31,3717,17797
"taillard",15,"I",0,32,3726,38784
"taillard",15,"I",0,33,3708,32641
"taillard",15,"I",0,34,3709,43381
"taillard",15,"I",0,35,3708,6108
"taillard",15,"I",0,36,3723,27140
"taillard",15,"I",0,37,3714,40785
"taillard",15,"I",0,38,3701,55215
"taillard",15,"I",0,39,3737,32417
"taillard",15,"I",0,40,3726,4845
"taillard",15,"I",0,41,3715,9983
"taillard",15,"I",0,42,3722,44271
"taillard",15,"I",0,43,3741,52071
"taillard",15,"I",0,44,3706,24590
"taillard",15,"I",0,45,3703,29283
"taillard",15,"I",0,46,3726,2226
"taillard",15,"I",0,47,3718,26060
"taillard",15,"I",0,48,3726,17782
"taillard",15,"I",0,49,3709,20167
"taillard",15,"I",1,0,3771,57408
"taillard",15,"I",1,1,3810,20189
"taillard",15,"I",1,2,3736,27135
"taillard",15,"I",1,3,3700,55423
"taillard",15,"I",1,4,3773,55049
"taillard",15,"I",1,5,3776,51665
"taillard",15,"I",1,6,3778,38648
"taillard",15,"I",1,7,3728,54556
"taillard",15,"I",1,8,3787,33040
"taillard",15,"I",1,9,3763,20807
"taillard",15,"I",1,10,3754,8138
"taillard",15,"I",1,11,3767,19274
"taillard",15,"I",1,12,3763,26471
"taillard",15,"I",1,13,3763,53164
"taillard",15,"I",1,14,3765,54897
"taillard",15,"I",1,15,3774,59503
"taillard",15,"I",1,16,3778,17158
"taillard",15,"I",1,17,3781,35316
"taillard",15,"I",1,18,3754,44050
"taillard",15,"I",1,19,3775,32073
"taillard",15,"I",1,20,3778,18337
"taillard",15,"I",1,21,3770,38441
"taillard",15,"I",1,22,3796,31158
"taillard",15,"I",1,23,3765,52364
"taillard",15,"I",1,24,3787,3488
"taillard",15,"I",1,25,3776,30952
"taillard",15,"I",1,26,3783,32457
"taillard",15,"I",1,27,3788,49111
"taillard",15,"I",1,28,3766,3647
"taillard",15,"I",1,29,3774,43646
"taillard",15,"I",1,30,3765,1449
"taillard",15,"I",1,31,3771,16701
"taillard",15,"I",1,32,3810,18508
"taillard",15,"I",1,33,3767,19554
"taillard",15,"I",1,34,3794,46123
"taillard",15,"I",1,35,3777,11727
"taillard",15,"I",1,36,3784,14214
"taillard",15,"I",1,37,3791,21723
"taillard",15,"I",1,38,3793,8732
"taillard",15,"I",1,39,3784,11423
"taillard",15,"I",1,40,3779,5185
"taillard",15,"I",1,41,3762,53334
"taillard",15,"I",1,42,3765,59667
"taillard",15,"I",1,43,3768,12811
"taillard",15,"I",1,44,3766,46583
"taillard",15,"I",1,45,3761,13552
"taillard",15,"I",1,46,3774,46326
"taillard",15,"I",1,47,3766,4382
"taillard",15,"I",1,48,3778,40863
"taillard",15,"I",1,49,3808,33352
"taillard",15,"I",2,0,3766,58918
"taillard",15,"I",2,1,3790,26092
"taillard",15,"I",2,2,3753,58473
"taillard",15,"I",2,3,3775,29219
"taillard",15,"I",2,4,3783,12716
"taillard",15,"I",2,5,3754,12882
"taillard",15,"I",2,6,3799,51209
"taillard",15,"I",2,7,3766,14995
"taillard",15,"I",2,8,3786,19428
"taillard",15,"I",2,9,3796,15211
"taillard",15,"I",2,10,3758,1737
"taillard",15,"I",2,11,3773,17582
"taillard",15,"I",2,12,3756,14827
"taillard",15,"I",2,13,3708,53499
"taillard",15,"I",2,14,3787,40224
"taillard",15,"I",2,15,3746,50645
"taillard",15,"I",2,16,3770,17081
"taillard",15,"I",2,17,3756,51676
"taillard",15,"I",2,18,3766,11282
"taillard",15,"I",2,19,3751,48612
"taillard",15,"I",2,20,3766,39178
"taillard",15,"I",2,21,3755,47718
"taillard",15,"I",2,22,3770,28562
"taillard",15,"I",2,23,3756,14268
"taillard",15,"I",2,24,3757,40542
"taillard",15,"I",2,25,3776,21108
"taillard",15,"I",2,26,3767,54275
"taillard",15,"I",2,27,3773,29224
"taillard",15,"I",2,28,3769,23830
"taillard",15,"I",2,29,3802,3497
"taillard",15,"I",2,30,3785,4794
"taillard",15,"I",2,31,3763,55401
"taillard",15,"I",2,32,3777,40092
"taillard",15,"I",2,33,3766,57324
"taillard",15,"I",2,34,3763,42436
"taillard",15,"I",2,35,3771,39862
"taillard",15,"I",2,36,3765,2621
"taillard",15,"I",2,37,3792,27734
"taillard",15,"I",2,38,3783,12957
"taillard",15,"I",2,39,3790,50937
"taillard",15,"I",2,40,3768,928
"taillard",15,"I",2,41,3742,8999
"taillard",15,"I",2,42,3759,17640
"taillard",15,"I",2,43,3764,2637
"taillard",15,"I",2,44,3771,40832
"taillard",15,"I",2,45,3759,24150
"taillard",15,"I",2,46,3746,6698
"taillard",15,"I",2,47,3775,1556
"taillard",15,"I",2,48,3763,18414
"taillard",15,"I",2,49,3785,50376
"taillard",15,"i",0,0,1969,30297
"taillard",15,"i",0,1,1960,50246
"taillard",15,"i",0,2,1957,53725
"taillard",15,"i",0,3,1966,47780
"taillard",15,"i",0,4,1961,46940
"taillard",15,"i",0,5,1963,13972
"taillard",15,"i",0,6,1955,32862
"taillard",15,"i",0,7,1960,17863
"taillard",15,"i",0,8,1963,55289
"taillard",15,"i",0,9,1968,50771
"taillard",15,"i",0,10,1955,32740
"taillard",15,"i",0,11,1965,31383
"taillard",15,"i",0,12,1956,28713
"taillard",15,"i",0,13,1950,52017
"taillard",15,"i",0,14,1953,42507
"taillard",15,"i",0,15,1955,17438
"taillard",15,"i",0,16,1956,6666
"taillard",15,"i",0,17,1970,29261
"taillard",15,"i",0,18,1962,34929
"taillard",15,"i",0,19,1955,51312
"taillard",15,"i",0,20,1963,26095
"taillard",15,"i",0,21,1966,28339
"taillard",15,"i",0,22,1960,7107
"taillard",15,"i",0,23,1955,41117
"taillard",15,"i",0,24,1963,26985
"taillard",15,"i",0,25,1966,49038
"taillard",15,"i",0,26,1955,29751
"taillard",15,"i",0,27,1962,51943
"taillard",15,"i",0,28,1949,21336
"taillard",15,"i",0,29,1975,29275
"taillard",15,"i",0,30,1963,4325
"taillard",15,"i",0,31,1962,55297
"taillard",15,"i",0,32,1962,31260
"taillard",15,"i",0,33,1963,22781
"taillard",15,"i",0,34,1970,43558
"taillard",15,"i",0,35,1970,14378
"taillard",15,"i",0,36,1976,56437
"taillard",15,"i",0,37,1964,35642
"taillard",15,"i",0,38,1982,47470
"taillard",15,"i",0,39,1948,57544
"taillard",15,"i",0,40,1959,49097
"taillard",15,"i",0,41,1962,25764
"taillard",15,"i",0,42,1960,46410
"taillard",15,"i",0,43,1961,52334
"taillard",15,"i",0,44,1957,35316
"taillard",15,"i",0,45,1971,59106
"taillard",15,"i",0,46,1955,33805
"taillard",15,"i",0,47,1959,55049
"taillard",15,"i",0,48,1963,18857
"taillard",15,"i",0,49,1956,53861
"taillard",15,"i",1,0,1965,28810
"taillard",15,"i",1,1,1973,21935
"taillard",15,"i",1,2,1967,12657
"taillard",15,"i",1,3,1967,25584
"taillard",15,"i",1,4,1970,13320
"taillard",15,"i",1,5,1963,27761
"taillard",15,"i",1,6,1973,16180
"taillard",15,"i",1,7,1975,59386
"taillard",15,"i",1,8,1976,34511
"taillard",15,"i",1,9,1971,57485
"taillard",15,"i",1,10,1973,26198
"taillard",15,"i",1,11,1978,46407
"taillard",15,"i",1,12,1970,46150
"taillard",15,"i",1,13,1977,57645
"taillard",15,"i",1,14,1967,47782
"taillard",15,"i",1,15,1973,41070
"taillard",15,"i",1,16,1975,16207
"taillard",15,"i",1,17,1976,58222
"taillard",15,"i",1,18,1967,7649
"taillard",15,"i",1,19,1976,52258
"taillard",15,"i",1,20,1962,30990
"taillard",15,"i",1,21,1986,47066
"taillard",15,"i",1,22,1977,46276
"taillard",15,"i",1,23,1990,56363
"taillard",15,"i",1,24,1981,37525
"taillard",15,"i",1,25,1978,57398
"taillard",15,"i",1,26,1975,43054
"taillard",15,"i",1,27,1970,50386
"taillard",15,"i",1,28,1974,54117
"taillard",15,"i",1,29,1977,32186
"taillard",15,"i",1,30,1963,26862
"taillard",15,"i",1,31,1975,9531
"taillard",15,"i",1,32,1966,27350
"taillard",15,"i",1,33,1976,58312
"taillard",15,"i",1,34,1969,30868
"taillard",15,"i",1,35,1983,28525
"taillard",15,"i",1,36,1976,45283
"taillard",15,"i",1,37,1982,9377
"taillard",15,"i",1,38,1976,6563
"taillard",15,"i",1,39,1966,44758
"taillard",15,"i",1,40,1967,29888
"taillard",15,"i",1,41,1975,19652
"taillard",15,"i",1,42,1964,49284
"taillard",15,"i",1,43,1967,16866
"taillard",15,"i",1,44,1963,41539
"taillard",15,"i",1,45,1970,34959
"taillard",15,"i",1,46,1971,25478
"taillard",15,"i",1,47,1979,11479
"taillard",15,"i",1,48,1967,58751
"taillard",15,"i",1,49,1968,42342
"taillard",15,"i",2,0,1974,40127
"taillard",15,"i",2,1,1969,6302
"taillard",15,"i",2,2,1978,47172
"taillard",15,"i",2,3,1970,30236
"taillard",15,"i",2,4,1986,18778
"taillard",15,"i",2,5,1973,33084
"taillard",15,"i",2,6,1980,12515
"taillard",15,"i",2,7,1970,24478
"taillard",15,"i",2,8,1968,42830
"taillard",15,"i",2,9,1969,25498
"taillard",15,"i",2,10,1967,30516
"taillard",15,"i",2,11,1970,9158
"taillard",15,"i",2,12,1969,53664
"taillard",15,"i",2,13,1975,6576
"taillard",15,"i",2,14,1980,4287
"taillard",15,"i",2,15,1962,46529
"taillard",15,"i",2,16,1964,48449
"taillard",15,"i",2,17,1960,10542
"taillard",15,"i",2,18,1961,13436
"taillard",15,"i",2,19,1979,54670
"taillard",15,"i",2,20,1962,29359
"taillard",15,"i",2,21,1974,14316
"taillard",15,"i",2,22,1970,40489
"taillard",15,"i",2,23,1969,16205
"taillard",15,"i",2,24,1962,6848
"taillard",15,"i",2,25,1982,20371
"taillard",15,"i",2,26,1983,10456
"taillard",15,"i",2,27,1981,30010
"taillard",15,"i",2,28,1964,25666
"taillard",15,"i",2,29,1983,58225
"taillard",15,"i",2,30,1971,53415
"taillard",15,"i",2,31,1966,39350
"taillard",15,"i",2,32,1974,23363
"taillard",15,"i",2,33,1969,37383
"taillard",15,"i",2,34,1969,45755
"taillard",15,"i",2,35,1971,15688
"taillard",15,"i",2,36,1969,51001
"taillard",15,"i",2,37,1970,24108
"taillard",15,"i",2,38,1974,59657
"taillard",15,"i",2,39,1977,21157
"taillard",15,"i",2,40,1979,3279
"taillard",15,"i",2,41,1981,56549
"taillard",15,"i",2,42,1978,58523
"taillard",15,"i",2,43,1972,10302
"taillard",15,"i",2,44,1974,40175
"taillard",15,"i",2,45,1972,12746
"taillard",15,"i",2,46,1987,52669
"taillard",15,"i",2,47,1970,35531
"taillard",15,"i",2,48,1964,13980
"taillard",15,"i",2,49,1990,37818
"taillard",16,"I",0,0,3679,53604
"taillard",16,"I",0,1,3699,48800
"taillard",16,"I",0,2,3687,40054
"taillard",16,"I",0,3,3696,39981
"taillard",16,"I",0,4,3682,59969
"taillard",16,"I",0,5,3681,51594
"taillard",16,"I",0,6,3711,9953
"taillard",16,"I",0,7,3672,31424
"taillard",16,"I",0,8,3681,35593
"taillard",16,"I",0,9,3710,41452
"taillard",16,"I",0,10,3682,1461
"taillard",16,"I",0,11,3697,46735
"taillard",16,"I",0,12,3687,35462
"taillard",16,"I",0,13,3697,44083
"taillard",16,"I",0,14,3700,16628
"taillard",16,"I",0,15,3679,43797
"taillard",16,"I",0,16,3668,50615
"taillard",16,"I",0,17,3690,7753
"taillard",16,"I",0,18,3684,22254
"taillard",16,"I",0,19,3668,18393
"taillard",16,"I",0,20,3715,46557
"taillard",16,"I",0,21,3679,32337
"taillard",16,"I",0,22,3699,10069
"taillard",16,"I",0,23,3692,47752
"taillard",16,"I",0,24,3672,41075
"taillard",16,"I",0,25,3696,14608
"taillard",16,"I",0,26,3668,39975
"taillard",16,"I",0,27,3661,37466
"taillard",16,"I",0,28,3698,15768
"taillard",16,"I",0,29,3679,53929
"taillard",16,"I",0,30,3653,3328
"taillard",16,"I",0,31,3714,21009
"taillard",16,"I",0,32,3679,12812
"taillard",16,"I",0,33,3688,40834
"taillard",16,"I",0,34,3709,29861
"taillard",16,"I",0,35,3696,43569
"taillard",16,"I",0,36,3670,12853
"taillard",16,"I",0,37,3710,23855
"taillard",16,"I",0,38,3691,50361
"taillard",16,"I",0,39,3677,30156
"taillard",16,"I",0,40,3692,7363
"taillard",16,"I",0,41,3700,11764
"taillard",16,"I",0,42,3669,50424
"taillard",16,"I",0,43,3686,21871
"taillard",16,"I",0,44,3668,27643
"taillard",16,"I",0,45,3688,28729
"taillard",16,"I",0,46,3711,12311
"taillard",16,"I",0,47,3693,50834
"taillard",16,"I",0,48,3689,31087
"taillard",16,"I",0,49,3679,6535
"taillard",16,"I",1,0,3688,30846
"taillard",16,"I",1,1,3679,10051
"taillard",16,"I",1,2,3693,49213
"taillard",16,"I",1,3,3658,36689
"taillard",16,"I",1,4,3673,12589
"taillard",16,"I",1,5,3687,40343
"taillard",16,"I",1,6,3657,17079
"taillard",16,"I",1,7,3688,45046
"taillard",16,"I",1,8,3681,14730
"taillard",16,"I",1,9,3665,10128
"taillard",16,"I",1,10,3687,19136
"taillard",16,"I",1,11,3687,54162
"taillard",16,"I",1,12,3656,56038
"taillard",16,"I",1,13,3701,52003
"taillard",16,"I",1,14,3712,1729
"taillard",16,"I",1,15,3655,14616
"taillard",16,"I",1,16,3689,53665
"taillard",16,"I",1,17,3679,53566
"taillard",16,"I",1,18,3693,52078
"taillard",16,"I",1,19,3675,10014
"taillard",16,"I",1,20,3716,37471
"taillard",16,"I",1,21,3687,41053
"taillard",16,"I",1,22,3664,58014
"taillard",16,"I",1,23,3681,30280
"taillard",16,"I",1,24,3712,7146
"taillard",16,"I",1,25,3682,50346
"taillard",16,"I",1,26,3731,52199
"taillard",16,"I",1,27,3656,30963
"taillard",16,"I",1,28,3691,39775
"taillard",16,"I",1,29,3697,23428
"taillard",16,"I",1,30,3672,53121
"taillard",16,"I",1,31,3711,25189
"taillard",16,"I",1,32,3717,15402
"taillard",16,"I",1,33,3691,29734
"taillard",16,"I",1,34,3685,18479
"taillard",16,"I",1,35,3694,39563
"taillard",16,"I",1,36,3693,51176
"taillard",16,"I",1,37,3699,57627
"taillard",16,"I",1,38,3690,13239
"taillard",16,"I",1,39,3667,34349
"taillard",16,"I",1,40,3685,44279
"taillard",16,"I",1,41,3700,21514
"taillard",16,"I",1,42,3716,31544
"taillard",16,"I",1,43,3681,41041
"taillard",16,"I",1,44,3711,25340
"taillard",16,"I",1,45,3700,34912
"taillard",16,"I",1,46,3679,40568
"taillard",16,"I",1,47,3682,36710
"taillard",16,"I",1,48,3674,23669
"taillard",16,"I",1,49,3679,48077
"taillard",16,"I",2,0,3726,42186
"taillard",16,"I",2,1,3680,47414
"taillard",16,"I",2,2,3724,35043
"taillard",16,"I",2,3,3699,37436
"taillard",16,"I",2,4,3643,18649
"taillard",16,"I",2,5,3705,51321
"taillard",16,"I",2,6,3665,24577
"taillard",16,"I",2,7,3715,45352
"taillard",16,"I",2,8,3686,42490
"taillard",16,"I",2,9,3692,43499
"taillard",16,"I",2,10,3672,31968
"taillard",16,"I",2,11,3728,4728
"taillard",16,"I",2,12,3682,10686
"taillard",16,"I",2,13,3672,34931
"taillard",16,"I",2,14,3673,31407
"taillard",16,"I",2,15,3657,45152
"taillard",16,"I",2,16,3699,54140
"taillard",16,"I",2,17,3693,56910
"taillard",16,"I",2,18,3689,23575
"taillard",16,"I",2,19,3674,3742
"taillard",16,"I",2,20,3689,12842
"taillard",16,"I",2,21,3686,29005
"taillard",16,"I",2,22,3696,6900
"taillard",16,"I",2,23,3711,7947
"taillard",16,"I",2,24,3700,36664
"taillard",16,"I",2,25,3697,49120
"taillard",16,"I",2,26,3694,24278
"taillard",16,"I",2,27,3709,49603
"taillard",16,"I",2,28,3711,23942
"taillard",16,"I",2,29,3692,53259
"taillard",16,"I",2,30,3696,48431
"taillard",16,"I",2,31,3705,39636
"taillard",16,"I",2,32,3685,14235
"taillard",16,"I",2,33,3677,21664
"taillard",16,"I",2,34,3700,34405
"taillard",16,"I",2,35,3697,45057
"taillard",16,"I",2,36,3688,50568
"taillard",16,"I",2,37,3693,40832
"taillard",16,"I",2,38,3690,46825
"taillard",16,"I",2,39,3688,14124
"taillard",16,"I",2,40,3698,33204
"taillard",16,"I",2,41,3693,32417
"taillard",16,"I",2,42,3704,24263
"taillard",16,"I",2,43,3711,27126
"taillard",16,"I",2,44,3697,12238
"taillard",16,"I",2,45,3688,25760
"taillard",16,"I",2,46,3674,25708
"taillard",16,"I",2,47,3690,51491
"taillard",16,"I",2,48,3688,38656
"taillard",16,"I",2,49,3724,50127
"taillard",16,"i",0,0,1924,13802
"taillard",16,"i",0,1,1933,42127
"taillard",16,"i",0,2,1929,42574
"taillard",16,"i",0,3,1929,58044
"taillard",16,"i",0,4,1921,21090
"taillard",16,"i",0,5,1928,46511
"taillard",16,"i",0,6,1917,37322
"taillard",16,"i",0,7,1938,7115
"taillard",16,"i",0,8,1931,45059
"taillard",16,"i",0,9,1924,33203
"taillard",16,"i",0,10,1922,25150
"taillard",16,"i",0,11,1924,48514
"taillard",16,"i",0,12,1931,41501
"taillard",16,"i",0,13,1924,52937
"taillard",16,"i",0,14,1930,34917
"taillard",16,"i",0,15,1935,57244
"taillard",16,"i",0,16,1923,51856
"taillard",16,"i",0,17,1927,19035
"taillard",16,"i",0,18,1937,31093
"taillard",16,"i",0,19,1937,42283
"taillard",16,"i",0,20,1930,20244
"taillard",16,"i",0,21,1930,43953
"taillard",16,"i",0,22,1929,54510
"taillard",16,"i",0,23,1929,51358
"taillard",16,"i",0,24,1932,45698
"taillard",16,"i",0,25,1928,40331
"taillard",16,"i",0,26,1931,37076
"taillard",16,"i",0,27,1932,29216
"taillard",16,"i",0,28,1936,28861
"taillard",16,"i",0,29,1938,26123
